pt_0,pt_1,pt_2,pt_3,pt_4,pt_5,pt_6,pt_7,pt_8,pt_9,pt_10,pt_11,pt_12,pt_13,pt_14,pt_15,pt_16,pt_17,pt_18,pt_19,pt_20,pt_21,pt_22,pt_23,pt_24,pt_25,pt_26,pt_27,pt_28,pt_29,pt_30,pt_31,pt_32,pt_33,pt_34,pt_35,pt_36,pt_37,pt_38,pt_39,pt_40,pt_41,pt_42,pt_43,pt_44,pt_45,pt_46,pt_47,pt_48,pt_49,pt_50,pt_51,pt_52,pt_53,pt_54,pt_55,pt_56,pt_57,pt_58,pt_59,pt_60,pt_61,pt_62,label
0.0,0.0,0.0,-0.006761462748911479,-0.28042137376588877,-0.08132108192702554,-0.10138058105799638,-0.5885057602532724,-0.1271937222171147,-0.1766733856374938,-0.8105273376099961,-0.16099184373979267,-0.21268035081454081,-1.0,-0.18566102792421707,-0.2125145242893033,-0.47234616985482114,-0.15812459393065906,-0.4126250084302224,-0.4572585024869349,-0.26660235157021533,-0.31581333782327875,-0.38606946071115117,-0.3189099522895737,-0.2439923959008362,-0.41411983925707246,-0.3460217017740762,-0.24160778114540835,-0.2763642183243172,-0.15858531426441716,-0.41883513077763457,-0.23651878191813372,-0.24267766983908207,-0.30531726727146147,-0.2040311355698591,-0.2493500654559529,-0.24575475607296243,-0.23018681681439296,-0.25844891828209526,-0.251564085971755,-0.09427712521469095,-0.1678459617703137,-0.40293083143367175,-0.05107873665652056,-0.2455484788610945,-0.302376064928068,-0.019745008343798127,-0.20266158412598248,-0.24118900936669083,-0.042878927499778924,-0.1719677424863787,-0.2510743228467283,0.061396248539468797,-0.18461137842855657,-0.37676249521001326,0.11145749400856186,-0.22916608752376721,-0.3073194547309019,0.12604035117258414,-0.19676013909712836,-0.25030452972631445,0.11344000451875352,-0.17102994294340865,YES
0.0,0.0,0.0,-0.036665652711675434,-0.2870270651987001,-0.08011327293819438,-0.1472801528685945,-0.5818310740260603,-0.13313074447922313,-0.23431899302848302,-0.8140349172640073,-0.17920902689845003,-0.26293777882086633,-1.0,-0.21153183826373265,-0.34759629127328995,-0.4211686455947409,-0.13642320942096522,-0.5193724653471096,-0.4115812212532902,-0.24854868884446182,-0.36037719125673745,-0.3758117203009178,-0.2931888616339743,-0.2836153827964278,-0.40035414965235716,-0.3110890345746952,-0.3763323440971814,-0.20589130906522413,-0.14350465418939984,-0.5432281023926174,-0.19334968851849593,-0.24415863505122726,-0.360003674045267,-0.186171466277042,-0.23626496729398255,-0.2907816209585301,-0.20741578047483014,-0.22340144552856198,-0.3782029060668557,-0.010147056718154239,-0.16422221179863875,-0.5376715915066497,0.010116654154429902,-0.25923088698520835,-0.3668920263405238,0.004922802421459642,-0.19733762121741732,-0.2890826967427916,-0.02416971644059653,-0.14338508484734508,-0.3654665643381788,0.17365284872826398,-0.19257252204151984,-0.4908271926320915,0.22393691966693588,-0.24626377129894927,-0.3780244317575851,0.19078316521573516,-0.20521636919801953,-0.3072085765471406,0.15371857939275624,-0.16773994123866373,YES
0.0,0.0,0.0,-0.04502813545867556,-0.3098036714402374,-0.09494907351130448,-0.16144031009647716,-0.5769069469317694,-0.1579836154173905,-0.25263318612629576,-0.811766064740472,-0.21870334786367007,-0.2854673341491796,-1.0,-0.26580175785581456,-0.3913401546714908,-0.39460414548148864,-0.12941169525619534,-0.5586060926726851,-0.37692525555232054,-0.2624937305171444,-0.37939245783977443,-0.34211822147283927,-0.32085718852645534,-0.28010702281009564,-0.35169339868475363,-0.3408419855965473,-0.41298671104799667,-0.16081694122437082,-0.13258420492853382,-0.5671714866699031,-0.14261027391216555,-0.26150516002052804,-0.360896206975981,-0.14268099674245355,-0.26359935308129645,-0.27107920395175383,-0.16413463511811538,-0.2440228853429696,-0.4080878331284905,0.04988520759298813,-0.15281428050612286,-0.5570161509132664,0.0739289870078195,-0.26680435311930173,-0.3683539129058259,0.049547291266027894,-0.20704653585057115,-0.2778096875075391,0.01598220296328659,-0.14365270998670335,-0.3818046351214202,0.24172633767772003,-0.18290966420556803,-0.5038800064906374,0.2960047880017066,-0.2429842263932433,-0.38124314872581583,0.25253668581580935,-0.196711315418415,-0.30181050445537305,0.21166401235732743,-0.1485230013416305,YES
0.0,0.0,0.0,-0.047497070053546774,-0.3073474372357667,-0.10218488548533589,-0.18241276865830308,-0.5866313461756008,-0.163237063693839,-0.29140743777948935,-0.803584140716096,-0.22150646416188674,-0.3219595303392722,-1.0,-0.2636366482335054,-0.44698534270684825,-0.37987128645865226,-0.10403851095476153,-0.5909382414470891,-0.34234450419058987,-0.23875984728633717,-0.39801650289292706,-0.31036171028719217,-0.29884858068265313,-0.298659112061166,-0.3348740187065399,-0.3202961068559187,-0.4597519186676778,-0.1390563370261029,-0.10410881066413431,-0.5854284629909525,-0.1008913003293654,-0.24441140267618677,-0.3564607188856957,-0.10786037101885289,-0.2488331573023952,-0.2700297155198208,-0.1551675512902796,-0.22459746160961272,-0.44668513836461926,0.07229677475758273,-0.12440258907994615,-0.5695079648351888,0.11787329724105351,-0.2533234763527612,-0.3596674433307494,0.08120044056412636,-0.19511403618634568,-0.2727827041974153,0.022204379083136442,-0.1268939628531925,-0.41217849606466234,0.26262930250541305,-0.1551211554005226,-0.49560861286505753,0.3199016473393078,-0.22563375741360217,-0.34744483796856934,0.2662210123703525,-0.1801480895060413,-0.2686942069651539,0.20692416811872855,-0.12813766655671255,YES
0.0,0.0,0.0,-0.07402705467665921,-0.3064456007077966,-0.10645487931134369,-0.2398927618996733,-0.5781915671000297,-0.15724380380308633,-0.36740529055962134,-0.8060126567359325,-0.2012103838285758,-0.4201043937134335,-1.0,-0.2231639040323659,-0.468958467236906,-0.34090008344582545,-0.08545198935140083,-0.6211115973982503,-0.27513408691252017,-0.22286485053746302,-0.42747497018108216,-0.28245720454913326,-0.28221274734122076,-0.3351950447951649,-0.3166423348487682,-0.29830176250761736,-0.46719596882803405,-0.09590109705330947,-0.07390130838789227,-0.5985956429021546,-0.026717278943208123,-0.2234992588185576,-0.3693298090174922,-0.08834587116027413,-0.238989518757804,-0.29921205768605197,-0.15185317306287038,-0.21789332190737318,-0.4420680892791758,0.10752473909429064,-0.08390722011603803,-0.5647457102402642,0.17662951153548176,-0.22761578203488342,-0.3582935092976879,0.10062120781153501,-0.18061183682311804,-0.28137343028344863,0.023251055644693645,-0.11161474053355003,-0.3997546126997946,0.27327172066549227,-0.102719912524668,-0.4837570579296321,0.3373851441286983,-0.18292541554898986,-0.3403376491535199,0.27134445210979646,-0.14695418510807845,-0.267980453876145,0.2075789553085531,-0.09626617938473202,YES
0.0,0.0,0.0,-0.06369173274377804,-0.316332375170165,-0.1154410302020694,-0.22525150411976733,-0.5873550669165424,-0.17338006212766083,-0.35281479170332974,-0.8036134290357759,-0.22721168705966927,-0.40478549300323585,-1.0,-0.2586219255891743,-0.45200787236846623,-0.3512120636101664,-0.08576724041261091,-0.6109866677782467,-0.2974371864572571,-0.23966899008552275,-0.4183291134559112,-0.296388655176753,-0.30824896515959455,-0.3179112053377153,-0.3327953035326462,-0.32807288210952346,-0.4516476796994722,-0.10424823629391283,-0.07737471008927746,-0.6063043981428883,-0.05231326435164458,-0.24817149983783524,-0.37032209859202825,-0.09841150096680822,-0.2703268161390256,-0.28549903648265157,-0.15366977329252457,-0.24560872155432686,-0.4315144217320997,0.10578005414878175,-0.09372024478930051,-0.5638301840046248,0.16377789064215215,-0.2534866139672761,-0.35381819116365976,0.08323482947929006,-0.2128510513779821,-0.2716672305532393,0.0010591874047119188,-0.14155738849669464,-0.3974540795482806,0.28597229376364436,-0.12066310892356015,-0.48663972756678214,0.33454290790272273,-0.2105138734299536,-0.34548079257117703,0.2644394008938921,-0.18049854898309656,-0.2725832654658364,0.19265395004502997,-0.13149593086740333,YES
0.0,0.0,0.0,-0.05757013294463477,-0.3106543910001462,-0.1252076239188162,-0.2201708219035767,-0.5840894314051978,-0.18585164366804627,-0.3492486280344839,-0.797792382042859,-0.23904354958463672,-0.4002574991150392,-1.0,-0.2662655866396262,-0.45914481052997547,-0.33636498845682733,-0.08883674230209629,-0.609852605479273,-0.28306887663188823,-0.2443831550610677,-0.40939256797146145,-0.28107964899660765,-0.31120509510982974,-0.31646244940092655,-0.32170495391730536,-0.32940149924813056,-0.45840408019813017,-0.09693280960917416,-0.0748970409720184,-0.6064018899794019,-0.04972295438275841,-0.2490769207373467,-0.3670439973133822,-0.09046209636394008,-0.2691695171601789,-0.29596404201455917,-0.14949032258675696,-0.2413478224689647,-0.4432622512202354,0.10850313896615739,-0.08701496448298701,-0.5612866524546649,0.1644230292531247,-0.25034183836573387,-0.3509495526566665,0.08869785875804873,-0.2083101286657111,-0.2850243162908254,0.004253337825765827,-0.1347833081174428,-0.42187051500138784,0.2885617911037837,-0.11036869270197856,-0.49717349367991165,0.33496657674433583,-0.19825267963266302,-0.35272713177658127,0.2725001870969718,-0.1655879758790083,-0.28876522945667354,0.20700298439406,-0.11441135894276937,YES
0.0,0.0,0.0,-0.07188860712672099,-0.3244575147335548,-0.10334741071823714,-0.2332554763642502,-0.5949012529107149,-0.14799802563003442,-0.354870063576468,-0.8063494856288882,-0.1901161168713271,-0.3982191575931801,-1.0,-0.20853695861408195,-0.4535145175784838,-0.352533501149391,-0.0470504888225239,-0.6045727082929929,-0.305133222614455,-0.19791490501472542,-0.41157943210648873,-0.2929681099840624,-0.2676192735075088,-0.3073015190332206,-0.32433990695642245,-0.2868520627419598,-0.4539219556032193,-0.11257903614996202,-0.0407668511363995,-0.6097111441281757,-0.06984210768031537,-0.21421894253005477,-0.37438938600672256,-0.09719770767237142,-0.24402370896535372,-0.28890024626261723,-0.1545881307376459,-0.21925524733714077,-0.4353919814458992,0.09386434951417748,-0.05958951137001385,-0.5609746674709921,0.15093484218836112,-0.22207478906400774,-0.35459993806197276,0.0855595027083923,-0.18668058889619166,-0.28147125157017244,-0.0012513281300425498,-0.1152160020253157,-0.40356061424152606,0.26943910709941365,-0.08765087439139799,-0.4817584596918738,0.3177548023692847,-0.17718872586487758,-0.33560496323438144,0.2591557189031384,-0.1466391748224817,-0.26618674004895465,0.18563937669739985,-0.0951781212274695,YES
0.0,0.0,0.0,-0.058844488616638504,-0.31471857936506187,-0.10667351838119195,-0.22803488776503447,-0.5960663764292856,-0.15380901330193267,-0.3511118969473363,-0.8082289139872997,-0.1967932815035971,-0.39669918304914475,-1.0,-0.2160790399334774,-0.45819547478154155,-0.34776837051585924,-0.07343691759391227,-0.612795911745722,-0.303504857592497,-0.21967475962054572,-0.414085835808297,-0.29253203684019846,-0.2812004742278818,-0.31332622507155294,-0.32795016249782827,-0.29764764453954273,-0.4572984022649741,-0.11015656359109006,-0.06660555863468036,-0.6058681155202374,-0.0674207541274007,-0.2255833577058871,-0.36642787300480195,-0.09284826672661865,-0.23734706848970777,-0.28923155097058834,-0.15383264379094963,-0.20870970351173412,-0.4378650367799732,0.09654802081208239,-0.08431705037798708,-0.5655577126637314,0.15059372326716017,-0.2353260933892246,-0.34946390063526606,0.09225941508349396,-0.18297282702048903,-0.2706059448948376,0.005534574814428962,-0.10796635122899201,-0.40510092144640253,0.2720399996594593,-0.11247620002891709,-0.4858912880542418,0.3300463797527107,-0.193609107628556,-0.3361455269189548,0.2722734907661441,-0.15438933172010846,-0.265825368201759,0.19994627024364742,-0.10208010112769692,YES
0.0,0.0,0.0,-0.07742661603893047,-0.31941595442880477,-0.11575192086812214,-0.2559956692898211,-0.5813345308775912,-0.17752298229641839,-0.3769465458920539,-0.8049639477890604,-0.2361681321478639,-0.4239370639756474,-1.0,-0.275904128420737,-0.5140008773280089,-0.31704246151110854,-0.10788233455312694,-0.648288976658138,-0.2619687657123353,-0.26733367610312064,-0.4459064299909389,-0.2453200356934233,-0.33614735936933954,-0.3364921952824881,-0.2763273235517302,-0.3570579533469723,-0.5072633787395819,-0.07737642677538165,-0.1056497016579847,-0.6386544422459761,-0.01776191476304886,-0.2826103202258964,-0.4007579070847476,-0.04822827389199615,-0.2998207476522623,-0.3092281079885972,-0.11271311267497867,-0.2724565278570755,-0.47466208971199647,0.12608887944514294,-0.12739080698466473,-0.5896931754820856,0.20265489722969207,-0.2949169203682797,-0.3729022097463449,0.1305056986546407,-0.24924733531621698,-0.2884785378981835,0.04312766697094591,-0.17605582793007135,-0.4231499454273768,0.3016268128103667,-0.1594759953867132,-0.4948422740886528,0.3770012456286341,-0.258231972071012,-0.34009909755275675,0.2984450431254527,-0.22509051289362222,-0.26328926819871307,0.21034221942992049,-0.17405276786114968,YES
